Data Year,County,Dashboard Fuel Type Group,Fuel Type,Make,Model,Number of Vehicles
2011,Imperial,Gasoline,Flex Fuel,,,3563
2011,Imperial,Gasoline,Gasoline,,,100871
2011,Imperial,Gasoline Hybrid,Gasoline Hybrid,,,456
2011,Imperial,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,1
2011,Imperial,Other,Natural Gas,,,14
2011,Imperial,Other,Propane,,,2
2011,Inyo,Diesel,Diesel,,,1051
2011,Inyo,Gasoline,Flex Fuel,,,316
2011,Inyo,Gasoline,Gasoline,,,13251
2011,Inyo,Gasoline Hybrid,Gasoline Hybrid,,,136
2011,Inyo,Other,Natural Gas,,,1
2011,Inyo,Other,Propane,,,1
2011,Kern,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,12
2011,Kern,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,1
2011,Kern,Diesel,Diesel,,,16531
2011,Kern,Gasoline,Flex Fuel,,,14490
2011,Kern,Gasoline,Gasoline,,,402924
2011,Kern,Gasoline Hybrid,Gasoline Hybrid,,,3527
2011,Kern,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,13
2011,Kern,Other,Natural Gas,,,21
2011,Kern,Other,Propane,,,16
2011,Kings,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,1
2011,Kings,Diesel,Diesel,,,2342
2011,Kings,Gasoline,Flex Fuel,,,2661
2011,Kings,Gasoline,Gasoline,,,63001
2011,Kings,Gasoline Hybrid,Gasoline Hybrid,,,488
2011,Kings,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,2
2011,Kings,Other,Natural Gas,,,8
2011,Kings,Other,Propane,,,7
2011,Lake,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,3
2011,Lake,Diesel,Diesel,,,2640
2011,Lake,Gasoline,Flex Fuel,,,895
2011,Lake,Gasoline,Gasoline,,,43987
2011,Lake,Gasoline Hybrid,Gasoline Hybrid,,,562
2011,Lake,Other,Natural Gas,,,1
2011,Lake,Other,Propane,,,3
2011,Lassen,Diesel,Diesel,,,2047
2011,Lassen,Gasoline,Flex Fuel,,,458
2011,Lassen,Gasoline,Gasoline,,,16189
2011,Lassen,Gasoline Hybrid,Gasoline Hybrid,,,107
2011,Lassen,Other,Propane,,,1
2011,Los Angeles,Battery Electric (BEV),Battery Electric (BEV),Ford,Transit Connect Electric,1
2011,Los Angeles,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,5
2011,Los Angeles,Battery Electric (BEV),Battery Electric (BEV),MINI,Mini E,58
2011,Los Angeles,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,742
2011,Los Angeles,Battery Electric (BEV),Battery Electric (BEV),Smart,Fortwo Electric Drive,7
2011,Los Angeles,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,139
2011,Los Angeles,Diesel,Diesel,,,51171
2011,Los Angeles,Fuel Cell (FCEV),Fuel Cell (FCEV),Honda,FCX Clarity,16
2011,Los Angeles,Gasoline,Flex Fuel,,,112637
2011,Los Angeles,Gasoline,Gasoline,,,5237187
2011,Los Angeles,Gasoline Hybrid,Gasoline Hybrid,,,115223
2011,Los Angeles,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,331
2011,Los Angeles,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius,162
2011,Los Angeles,Other,Natural Gas,,,2022
2011,Los Angeles,Other,Propane,,,92
2011,Madera,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,3
2011,Madera,Diesel,Diesel,,,3281
2011,Madera,Gasoline,Flex Fuel,,,2226
2011,Madera,Gasoline,Gasoline,,,72583
2011,Madera,Gasoline Hybrid,Gasoline Hybrid,,,611
2011,Madera,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,2
2011,Madera,Other,Natural Gas,,,3
2011,Madera,Other,Propane,,,7
2011,Marin,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,63
2011,Marin,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,16
2011,Marin,Diesel,Diesel,,,3365
2011,Marin,Gasoline,Flex Fuel,,,1924
2011,Marin,Gasoline,Gasoline,,,159408
2011,Marin,Gasoline Hybrid,Gasoline Hybrid,,,9081
2011,Marin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,25
2011,Marin,Other,Natural Gas,,,60
2011,Marin,Other,Propane,,,4
2011,Mariposa,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,1
2011,Mariposa,Diesel,Diesel,,,1085
2011,Mariposa,Gasoline,Flex Fuel,,,294
2011,Mariposa,Gasoline,Gasoline,,,13863
2011,Mariposa,Gasoline Hybrid,Gasoline Hybrid,,,167
2011,Mariposa,Other,Natural Gas,,,1
2011,Mariposa,Other,Propane,,,3
2011,Mendocino,Diesel,Diesel,,,4896
2011,Mendocino,Gasoline,Flex Fuel,,,1118
2011,Mendocino,Gasoline,Gasoline,,,58837
2011,Mendocino,Gasoline Hybrid,Gasoline Hybrid,,,1227
2011,Mendocino,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,3
2011,Mendocino,Other,Natural Gas,,,1
2011,Mendocino,Other,Propane,,,4
2011,Merced,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,1
2011,Merced,Diesel,Diesel,,,4435
2011,Merced,Gasoline,Flex Fuel,,,3544
2011,Merced,Gasoline,Gasoline,,,124375
2011,Merced,Gasoline Hybrid,Gasoline Hybrid,,,935
2011,Merced,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,2
2011,Merced,Other,Natural Gas,,,3
2011,Merced,Other,Propane,,,6
2011,Modoc,Diesel,Diesel,,,858
2011,Modoc,Gasoline,Flex Fuel,,,144
2011,Modoc,Gasoline,Gasoline,,,5324
2011,Modoc,Gasoline Hybrid,Gasoline Hybrid,,,35
2011,Modoc,Other,Propane,,,1
2011,Mono,Diesel,Diesel,,,602
2011,Mono,Gasoline,Flex Fuel,,,192
2011,Mono,Gasoline,Gasoline,,,8572
2011,Mono,Gasoline Hybrid,Gasoline Hybrid,,,95
2011,Monterey,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,9
2011,Monterey,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,2
2011,Monterey,Diesel,Diesel,,,5969
2011,Monterey,Gasoline,Flex Fuel,,,5675
2011,Monterey,Gasoline,Gasoline,,,225971
2011,Monterey,Gasoline Hybrid,Gasoline Hybrid,,,3816
2011,Monterey,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,16
2011,Monterey,Other,Natural Gas,,,17
2011,Monterey,Other,Propane,,,17
2011,Napa,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,1
2011,Napa,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,10
2011,Napa,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,5
2011,Napa,Diesel,Diesel,,,3137
2011,Napa,Gasoline,Flex Fuel,,,1814
2011,Napa,Gasoline,Gasoline,,,82951
2011,Napa,Gasoline Hybrid,Gasoline Hybrid,,,2365
2011,Napa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,8
2011,Napa,Other,Natural Gas,,,12
2011,Napa,Other,Propane,,,2
2011,Nevada,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,3
2011,Nevada,Diesel,Diesel,,,4608
2011,Nevada,Gasoline,Flex Fuel,,,1110
2011,Nevada,Gasoline,Gasoline,,,66165
2011,Nevada,Gasoline Hybrid,Gasoline Hybrid,,,1293
2011,Nevada,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,1
2011,Nevada,Other,Natural Gas,,,3
2011,Nevada,Other,Propane,,,8
2011,Orange,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,1
2011,Orange,Battery Electric (BEV),Battery Electric (BEV),MINI,Mini E,5
2011,Orange,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,255
2011,Orange,Battery Electric (BEV),Battery Electric (BEV),Smart,Fortwo Electric Drive,17
2011,Orange,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,40
2011,Orange,Diesel,Diesel,,,23338
2011,Orange,Fuel Cell (FCEV),Fuel Cell (FCEV),Honda,FCX Clarity,4
2011,Orange,Gasoline,Flex Fuel,,,37194
2011,Orange,Gasoline,Gasoline,,,1775691
2011,Orange,Gasoline Hybrid,Gasoline Hybrid,,,36368
2011,Orange,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,124
2011,Orange,Other,Natural Gas,,,1101
2011,Orange,Other,Propane,,,40
2011,Out Of State,Battery Electric (BEV),Battery Electric (BEV),Ford,Transit Connect Electric,1
2011,Out Of State,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,2
2011,Out Of State,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,159
2011,Out Of State,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,5
2011,Out Of State,Diesel,Diesel,,,4347
2011,Out Of State,Gasoline,Flex Fuel,,,76471
2011,Out Of State,Gasoline,Gasoline,,,329379
2011,Out Of State,Gasoline Hybrid,Gasoline Hybrid,,,5486
2011,Out Of State,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,28
2011,Out Of State,Other,Natural Gas,,,83
2011,Out Of State,Other,Propane,,,3
2011,Placer,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,2
2011,Placer,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,18
2011,Placer,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,5
2011,Placer,Diesel,Diesel,,,9421
2011,Placer,Gasoline,Flex Fuel,,,5233
2011,Placer,Gasoline,Gasoline,,,221160
2011,Placer,Gasoline Hybrid,Gasoline Hybrid,,,4482
2011,Placer,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,10
2011,Placer,Other,Natural Gas,,,8
2011,Placer,Other,Propane,,,16
2011,Plumas,Diesel,Diesel,,,1484
2011,Plumas,Gasoline,Flex Fuel,,,287
2011,Plumas,Gasoline,Gasoline,,,15157
2011,Plumas,Gasoline Hybrid,Gasoline Hybrid,,,89
2011,Riverside,Battery Electric (BEV),Battery Electric (BEV),MINI,Mini E,1
2011,Riverside,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,43
2011,Riverside,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,3
2011,Riverside,Diesel,Diesel,,,28494
2011,Riverside,Gasoline,Flex Fuel,,,28998
2011,Riverside,Gasoline,Gasoline,,,1139177
2011,Riverside,Gasoline Hybrid,Gasoline Hybrid,,,14569
2011,Riverside,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,52
2011,Riverside,Other,Natural Gas,,,279
2011,Riverside,Other,Propane,,,32
2011,Sacramento,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,2
2011,Sacramento,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,53
2011,Sacramento,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,5
2011,Sacramento,Diesel,Diesel,,,16450
2011,Sacramento,Gasoline,Flex Fuel,,,14947
2011,Sacramento,Gasoline,Gasoline,,,760632
2011,Sacramento,Gasoline Hybrid,Gasoline Hybrid,,,12366
2011,Sacramento,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,41
2011,Sacramento,Other,Natural Gas,,,68
2011,Sacramento,Other,Propane,,,45
2011,San Benito,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,3
2011,San Benito,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,1
2011,San Benito,Diesel,Diesel,,,1713
2011,San Benito,Gasoline,Flex Fuel,,,961
2011,San Benito,Gasoline,Gasoline,,,32049
2011,San Benito,Gasoline Hybrid,Gasoline Hybrid,,,448
2011,San Benito,Other,Natural Gas,,,5
2011,San Benito,Other,Propane,,,2
2011,San Bernardino,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,27
2011,San Bernardino,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,1
2011,San Bernardino,Diesel,Diesel,,,24309
2011,San Bernardino,Gasoline,Flex Fuel,,,27482
2011,San Bernardino,Gasoline,Gasoline,,,1060134
2011,San Bernardino,Gasoline Hybrid,Gasoline Hybrid,,,10702
2011,San Bernardino,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,38
2011,San Bernardino,Other,Natural Gas,,,208
2011,San Bernardino,Other,Propane,,,43
2011,San Diego,Battery Electric (BEV),Battery Electric (BEV),MINI,Mini E,1
2011,San Diego,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,613
2011,San Diego,Battery Electric (BEV),Battery Electric (BEV),Smart,Fortwo Electric Drive,1
2011,San Diego,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,40
2011,San Diego,Diesel,Diesel,,,34458
2011,San Diego,Gasoline,Flex Fuel,,,38357
2011,San Diego,Gasoline,Gasoline,,,1806671
2011,San Diego,Gasoline Hybrid,Gasoline Hybrid,,,35655
2011,San Diego,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,126
2011,San Diego,Other,Natural Gas,,,339
2011,San Diego,Other,Propane,,,160
2011,San Francisco,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,84
2011,San Francisco,Battery Electric (BEV),Battery Electric (BEV),Smart,Fortwo Electric Drive,1
2011,San Francisco,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,34
2011,San Francisco,Diesel,Diesel,,,3586
2011,San Francisco,Gasoline,Flex Fuel,,,3243
2011,San Francisco,Gasoline,Gasoline,,,330970
2011,San Francisco,Gasoline Hybrid,Gasoline Hybrid,,,15642
2011,San Francisco,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,44
2011,San Francisco,Other,Natural Gas,,,205
2011,San Francisco,Other,Propane,,,91
2011,San Joaquin,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,10
2011,San Joaquin,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,2
2011,San Joaquin,Diesel,Diesel,,,9686
2011,San Joaquin,Gasoline,Flex Fuel,,,9537
2011,San Joaquin,Gasoline,Gasoline,,,356328
2011,San Joaquin,Gasoline Hybrid,Gasoline Hybrid,,,3781
2011,San Joaquin,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,8
2011,San Joaquin,Other,Natural Gas,,,25
2011,San Joaquin,Other,Propane,,,12
2011,San Luis Obispo,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,1
2011,San Luis Obispo,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,23
2011,San Luis Obispo,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,3
2011,San Luis Obispo,Diesel,Diesel,,,8170
2011,San Luis Obispo,Gasoline,Flex Fuel,,,3838
2011,San Luis Obispo,Gasoline,Gasoline,,,162805
2011,San Luis Obispo,Gasoline Hybrid,Gasoline Hybrid,,,3795
2011,San Luis Obispo,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,8
2011,San Luis Obispo,Other,Natural Gas,,,10
2011,San Luis Obispo,Other,Propane,,,12
2011,San Mateo,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,4
2011,San Mateo,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,216
2011,San Mateo,Battery Electric (BEV),Battery Electric (BEV),Smart,Fortwo Electric Drive,13
2011,San Mateo,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,60
2011,San Mateo,Diesel,Diesel,,,6057
2011,San Mateo,Gasoline,Flex Fuel,,,11285
2011,San Mateo,Gasoline,Gasoline,,,471187
2011,San Mateo,Gasoline Hybrid,Gasoline Hybrid,,,16149
2011,San Mateo,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,46
2011,San Mateo,Other,Natural Gas,,,93
2011,San Mateo,Other,Propane,,,5
2011,Santa Barbara,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,3
2011,Santa Barbara,Battery Electric (BEV),Battery Electric (BEV),MINI,Mini E,1
2011,Santa Barbara,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,34
2011,Santa Barbara,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,9
2011,Santa Barbara,Diesel,Diesel,,,5880
2011,Santa Barbara,Gasoline,Flex Fuel,,,5466
2011,Santa Barbara,Gasoline,Gasoline,,,234461
2011,Santa Barbara,Gasoline Hybrid,Gasoline Hybrid,,,5135
2011,Santa Barbara,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,32
2011,Santa Barbara,Other,Natural Gas,,,15
2011,Santa Barbara,Other,Propane,,,9
2011,Santa Clara,Battery Electric (BEV),Battery Electric (BEV),Ford,Transit Connect Electric,1
2011,Santa Clara,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,5
2011,Santa Clara,Battery Electric (BEV),Battery Electric (BEV),MINI,Mini E,1
2011,Santa Clara,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,604
2011,Santa Clara,Battery Electric (BEV),Battery Electric (BEV),Smart,Fortwo Electric Drive,3
2011,Santa Clara,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,118
2011,Santa Clara,Diesel,Diesel,,,13197
2011,Santa Clara,Gasoline,Flex Fuel,,,15040
2011,Santa Clara,Gasoline,Gasoline,,,1071379
2011,Santa Clara,Gasoline Hybrid,Gasoline Hybrid,,,33625
2011,Santa Clara,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,129
2011,Santa Clara,Other,Natural Gas,,,365
2011,Santa Clara,Other,Propane,,,12
2011,Santa Cruz,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,39
2011,Santa Cruz,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,7
2011,Santa Cruz,Diesel,Diesel,,,4643
2011,Santa Cruz,Gasoline,Flex Fuel,,,2364
2011,Santa Cruz,Gasoline,Gasoline,,,154570
2011,Santa Cruz,Gasoline Hybrid,Gasoline Hybrid,,,4988
2011,Santa Cruz,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,4
2011,Santa Cruz,Other,Natural Gas,,,37
2011,Santa Cruz,Other,Propane,,,4
2011,Shasta,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,6
2011,Shasta,Diesel,Diesel,,,8674
2011,Shasta,Gasoline,Flex Fuel,,,2658
2011,Shasta,Gasoline,Gasoline,,,106247
2011,Shasta,Gasoline Hybrid,Gasoline Hybrid,,,1153
2011,Shasta,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,3
2011,Shasta,Other,Natural Gas,,,5
2011,Shasta,Other,Propane,,,6
2011,Sierra,Diesel,Diesel,,,270
2011,Sierra,Gasoline,Flex Fuel,,,47
2011,Sierra,Gasoline,Gasoline,,,2399
2011,Sierra,Gasoline Hybrid,Gasoline Hybrid,,,16
2011,Siskiyou,Diesel,Diesel,,,3457
2011,Siskiyou,Gasoline,Flex Fuel,,,678
2011,Siskiyou,Gasoline,Gasoline,,,30249
2011,Siskiyou,Gasoline Hybrid,Gasoline Hybrid,,,241
2011,Siskiyou,Other,Natural Gas,,,5
2011,Solano,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,16
2011,Solano,Diesel,Diesel,,,6140
2011,Solano,Gasoline,Flex Fuel,,,4827
2011,Solano,Gasoline,Gasoline,,,240304
2011,Solano,Gasoline Hybrid,Gasoline Hybrid,,,4328
2011,Solano,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,8
2011,Solano,Other,Natural Gas,,,142
2011,Solano,Other,Propane,,,8
2011,Sonoma,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,1
2011,Sonoma,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,53
2011,Sonoma,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,6
2011,Sonoma,Diesel,Diesel,,,11613
2011,Sonoma,Gasoline,Flex Fuel,,,5594
2011,Sonoma,Gasoline,Gasoline,,,294443
2011,Sonoma,Gasoline Hybrid,Gasoline Hybrid,,,8867
2011,Sonoma,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,18
2011,Sonoma,Other,Natural Gas,,,29
2011,Sonoma,Other,Propane,,,15
2011,Stanislaus,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,6
2011,Stanislaus,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,2
2011,Stanislaus,Diesel,Diesel,,,9311
2011,Stanislaus,Gasoline,Flex Fuel,,,7846
2011,Stanislaus,Gasoline,Gasoline,,,268479
2011,Stanislaus,Gasoline Hybrid,Gasoline Hybrid,,,2404
2011,Stanislaus,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,9
2011,Stanislaus,Other,Natural Gas,,,6
2011,Stanislaus,Other,Propane,,,14
2011,Sutter,Diesel,Diesel,,,2931
2011,Sutter,Gasoline,Flex Fuel,,,1586
2011,Sutter,Gasoline,Gasoline,,,51552
2011,Sutter,Gasoline Hybrid,Gasoline Hybrid,,,486
2011,Sutter,Other,Natural Gas,,,7
2011,Sutter,Other,Propane,,,2
2011,Tehama,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,1
2011,Tehama,Diesel,Diesel,,,3233
2011,Tehama,Gasoline,Flex Fuel,,,933
2011,Tehama,Gasoline,Gasoline,,,33346
2011,Tehama,Gasoline Hybrid,Gasoline Hybrid,,,277
2011,Tehama,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,1
2011,Tehama,Other,Natural Gas,,,1
2011,Tehama,Other,Propane,,,1
2011,Trinity,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,1
2011,Trinity,Diesel,Diesel,,,991
2011,Trinity,Gasoline,Flex Fuel,,,174
2011,Trinity,Gasoline,Gasoline,,,9502
2011,Trinity,Gasoline Hybrid,Gasoline Hybrid,,,56
2011,Tulare,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,1
2011,Tulare,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,6
2011,Tulare,Diesel,Diesel,,,7877
2011,Tulare,Gasoline,Flex Fuel,,,6901
2011,Tulare,Gasoline,Gasoline,,,210985
2011,Tulare,Gasoline Hybrid,Gasoline Hybrid,,,1697
2011,Tulare,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,6
2011,Tulare,Other,Natural Gas,,,17
2011,Tulare,Other,Propane,,,6
2011,Tuolumne,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,1
2011,Tuolumne,Diesel,Diesel,,,2692
2011,Tuolumne,Gasoline,Flex Fuel,,,826
2011,Tuolumne,Gasoline,Gasoline,,,38376
2011,Tuolumne,Gasoline Hybrid,Gasoline Hybrid,,,418
2011,Tuolumne,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,2
2011,Tuolumne,Other,Natural Gas,,,4
2011,Tuolumne,Other,Propane,,,4
2011,Ventura,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,10
2011,Ventura,Battery Electric (BEV),Battery Electric (BEV),MINI,Mini E,25
2011,Ventura,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,68
2011,Ventura,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,10
2011,Ventura,Diesel,Diesel,,,11292
2011,Ventura,Gasoline,Flex Fuel,,,12008
2011,Ventura,Gasoline,Gasoline,,,497284
2011,Ventura,Gasoline Hybrid,Gasoline Hybrid,,,10429
2011,Ventura,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,42
2011,Ventura,Other,Natural Gas,,,60
2011,Ventura,Other,Propane,,,13
2011,Yolo,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,25
2011,Yolo,Diesel,Diesel,,,3832
2011,Yolo,Gasoline,Flex Fuel,,,3173
2011,Yolo,Gasoline,Gasoline,,,100203
2011,Yolo,Gasoline Hybrid,Gasoline Hybrid,,,2704
2011,Yolo,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,8
2011,Yolo,Other,Natural Gas,,,26
2011,Yolo,Other,Propane,,,6
2011,Yuba,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,1
2011,Yuba,Diesel,Diesel,,,2158
2011,Yuba,Gasoline,Flex Fuel,,,901
2011,Yuba,Gasoline,Gasoline,,,37140
2011,Yuba,Gasoline Hybrid,Gasoline Hybrid,,,391
2011,Yuba,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,1
2011,Yuba,Other,Natural Gas,,,4
2011,Yuba,Other,Propane,,,1
2012,Alameda,Battery Electric (BEV),Battery Electric (BEV),BMW,ActiveE,21
2012,Alameda,Battery Electric (BEV),Battery Electric (BEV),Ford,Transit Connect Electric,1
2012,Alameda,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,3
2012,Alameda,Battery Electric (BEV),Battery Electric (BEV),Ford,Focus,9
2012,Alameda,Battery Electric (BEV),Battery Electric (BEV),Honda,Fit EV,3
2012,Alameda,Battery Electric (BEV),Battery Electric (BEV),Mitsubishi,i-MiEV,11
2012,Alameda,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,480
2012,Alameda,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,23
2012,Alameda,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model S,4
2012,Alameda,Diesel,Diesel,,,12058
2012,Alameda,Gasoline,Flex Fuel,,,14692
2012,Alameda,Gasoline,Gasoline,,,828968
2012,Alameda,Gasoline Hybrid,Gasoline Hybrid,,,28730
2012,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,318
2012,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Fisker,Karma,4
2012,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Plug-in Hybrid,291
2012,Alameda,Other,Natural Gas,,,262
2012,Alameda,Other,Propane,,,19
2012,Alpine,Diesel,Diesel,,,81
2012,Alpine,Gasoline,Flex Fuel,,,20
2012,Alpine,Gasoline,Gasoline,,,900
2012,Alpine,Gasoline Hybrid,Gasoline Hybrid,,,10
2012,Amador,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,1
2012,Amador,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,4
2012,Amador,Diesel,Diesel,,,2173
